index,valid,input_type,proposed_num_steps,proposed_functions,shortest_subsequence_num_steps,shortest_subsequence_functions,no_op_steps,revisits_state,exact_status,verified_shortest_num_steps,search_complete,certified_depth,search_stop_reason,search_states,search_transitions
42,True,str,1,lower,1,lower,0,False,not_selected,,,,,,
43,True,float,1,f_square,1,f_square,0,False,not_selected,,,,,,
44,True,str,1,endswith_z,1,endswith_z,0,False,not_selected,,,,,,
45,True,bytes,1,bytes_length,1,bytes_length,0,False,not_selected,,,,,,
46,True,float,1,f_abs,1,f_abs,0,False,not_selected,,,,,,
47,True,bytes,1,bytes_to_hex,1,bytes_to_hex,0,False,not_selected,,,,,,
48,True,complex,1,complex_phase,1,complex_phase,0,False,not_selected,,,,,,
49,True,str,1,str_is_palindrome,1,str_is_palindrome,0,False,not_selected,,,,,,
50,True,dict,1,dict_flip,1,dict_flip,0,False,not_selected,,,,,,
51,True,list,1,list_is_empty,1,list_is_empty,0,False,not_selected,,,,,,
52,True,dict,1,dict_is_empty,1,dict_is_empty,0,False,not_selected,,,,,,
53,True,float,1,f_ceil,1,f_ceil,0,False,not_selected,,,,,,
54,True,bytes,1,bytes_to_hex,1,bytes_to_hex,0,False,not_selected,,,,,,
55,True,int,1,int_to_float,1,int_to_float,0,False,not_selected,,,,,,
56,True,int,1,abs,1,abs,0,False,not_selected,,,,,,
57,True,dict,1,dict_items,1,dict_items,0,False,not_selected,,,,,,
58,True,bool,1,bool_not,1,bool_not,0,False,not_selected,,,,,,
59,True,tuple,1,tuple_count_none,1,tuple_count_none,0,False,not_selected,,,,,,
60,True,int,1,neg,1,neg,0,False,not_selected,,,,,,
61,True,bool,1,bool_not,1,bool_not,0,False,not_selected,,,,,,
62,True,int,1,is_odd,1,is_odd,0,False,not_selected,,,,,,
63,True,float,1,f_fraction,1,f_fraction,0,False,not_selected,,,,,,
64,True,bytes,1,bytes_is_empty,1,bytes_is_empty,0,False,not_selected,,,,,,
65,True,bool,1,bool_not,1,bool_not,0,False,not_selected,,,,,,
66,True,bytes,1,bytes_upper,0,,1,True,not_selected,,,,,,
67,True,float,1,float_to_str,1,float_to_str,0,False,not_selected,,,,,,
68,True,list,1,list_tail,1,list_tail,0,False,not_selected,,,,,,
69,True,int,1,inc,1,inc,0,False,not_selected,,,,,,
70,True,str,1,strip,0,,1,True,not_selected,,,,,,
71,True,bytes,1,bytes_is_ascii,1,bytes_is_ascii,0,False,not_selected,,,,,,
72,True,bytes,1,bytes_reverse,1,bytes_reverse,0,False,not_selected,,,,,,
73,True,int,1,neg,1,neg,0,False,not_selected,,,,,,
74,True,bool,1,bool_to_str,1,bool_to_str,0,False,not_selected,,,,,,
75,True,float,1,f_mod1,1,f_mod1,0,False,not_selected,,,,,,
76,True,tuple,1,tuple_is_empty,1,tuple_is_empty,0,False,not_selected,,,,,,
77,True,int,1,abs,1,abs,0,False,not_selected,,,,,,
78,True,tuple,1,tuple_to_index_dict,1,tuple_to_index_dict,0,False,not_selected,,,,,,
79,True,dict,1,dict_has_duplicate_values,1,dict_has_duplicate_values,0,False,not_selected,,,,,,
80,True,str,1,upper,1,upper,0,False,not_selected,,,,,,
81,True,list,1,list_sum,1,list_sum,0,False,not_selected,,,,,,
82,True,bytes,1,bytes_length,1,bytes_length,0,False,not_selected,,,,,,
83,True,bytes,1,bytes_length,1,bytes_length,0,False,not_selected,,,,,,
84,True,bool,1,bool_to_int,1,bool_to_int,0,False,not_selected,,,,,,
85,True,bool,1,bool_identity,0,,1,True,not_selected,,,,,,
86,True,tuple,1,tuple_is_empty,1,tuple_is_empty,0,False,not_selected,,,,,,
87,True,bool,1,bool_identity,0,,1,True,not_selected,,,,,,
88,True,int,1,is_odd,1,is_odd,0,False,not_selected,,,,,,
89,True,bool,1,bool_not,1,bool_not,0,False,not_selected,,,,,,
90,True,bytearray,1,bytearray_length,1,bytearray_length,0,False,not_selected,,,,,,
91,True,bytearray,1,bytearray_length,1,bytearray_length,0,False,not_selected,,,,,,
92,True,float,1,f_square,1,f_square,0,False,not_selected,,,,,,
93,True,int,1,square,1,square,0,False,not_selected,,,,,,
94,True,complex,1,complex_conjugate,1,complex_conjugate,0,False,not_selected,,,,,,
95,True,bytes,1,bytes_to_hex,1,bytes_to_hex,0,False,not_selected,,,,,,
96,True,bytearray,1,bytearray_length,1,bytearray_length,0,False,not_selected,,,,,,
97,True,set,1,set_hash,1,set_hash,0,False,not_selected,,,,,,
98,True,range,1,range_length,1,range_length,0,False,not_selected,,,,,,
99,True,complex,1,complex_abs,1,complex_abs,0,False,not_selected,,,,,,
100,True,dict,2,"dict_length, double",2,"dict_length, double",0,False,certified,2,True,2,,46,84
101,True,set,2,"set_to_list, list_median",2,"set_to_list, list_median",0,False,certified,2,True,2,,45,61
102,True,bytes,2,"bytes_upper, bytes_to_hex",1,bytes_to_hex,1,True,certified,1,True,1,,5,6
103,True,bytearray,2,"bytearray_reverse, bytearray_reverse",0,,0,True,certified,0,True,0,,1,0
104,True,dict,2,"dict_items, list_is_empty",2,"dict_items, list_is_empty",0,False,certified,1,True,2,,40,84
105,True,float,2,"f_log10, f_round",2,"f_log10, f_round",0,False,not_selected,,,,,,
106,True,complex,2,"complex_phase, f_sin",2,"complex_phase, f_sin",0,False,not_selected,,,,,,
107,True,tuple,2,"tuple_to_index_dict, dict_freeze",2,"tuple_to_index_dict, dict_freeze",0,False,not_selected,,,,,,
108,True,set,2,"set_hash, int_clip_0_100",2,"set_hash, int_clip_0_100",0,False,not_selected,,,,,,
109,True,dict,2,"dict_keyset, set_size",2,"dict_keyset, set_size",0,False,not_selected,,,,,,
110,True,bytes,2,"bytes_upper, bytes_upper",0,,2,True,not_selected,,,,,,
111,True,int,2,"is_negative, bool_to_float",2,"is_negative, bool_to_float",0,False,not_selected,,,,,,
112,True,str,2,"count_a, sign",1,count_a,1,True,not_selected,,,,,,
113,True,bool,2,"bool_to_float, f_log10",1,bool_to_float,1,True,not_selected,,,,,,
114,True,range,2,"range_length, int_is_power_of_two",2,"range_length, int_is_power_of_two",0,False,not_selected,,,,,,
115,True,complex,2,"complex_conjugate, complex_abs",1,complex_abs,0,False,not_selected,,,,,,
116,True,dict,2,"dict_keys, list_unique",1,dict_keys,1,True,not_selected,,,,,,
117,True,bytearray,2,"bytearray_length, half",2,"bytearray_length, half",0,False,not_selected,,,,,,
118,True,bytearray,2,"bytearray_to_bytes, bytes_upper",2,"bytearray_to_bytes, bytes_upper",0,False,not_selected,,,,,,
119,True,complex,2,"complex_phase, f_reciprocal",2,"complex_phase, f_reciprocal",0,False,not_selected,,,,,,
120,True,int,2,"int_is_power_of_two, bool_identity",1,int_is_power_of_two,1,True,not_selected,,,,,,
121,True,tuple,2,"tuple_length, int_bit_length",2,"tuple_length, int_bit_length",0,False,not_selected,,,,,,
122,True,range,2,"range_sum, is_negative",2,"range_sum, is_negative",0,False,not_selected,,,,,,
123,True,complex,2,"complex_imag, f_sin",2,"complex_imag, f_sin",0,False,not_selected,,,,,,
124,True,bytearray,2,"bytearray_length, int_popcount",2,"bytearray_length, int_popcount",0,False,not_selected,,,,,,
125,True,str,2,"str_reverse_words, contains_space",1,contains_space,1,True,not_selected,,,,,,
126,True,range,2,"range_length, mod2",2,"range_length, mod2",0,False,not_selected,,,,,,
127,True,bytes,2,"bytes_upper, bytes_to_hex",1,bytes_to_hex,1,True,not_selected,,,,,,
128,True,bool,2,"bool_to_float, f_exp",2,"bool_to_float, f_exp",0,False,not_selected,,,,,,
129,True,dict,2,"dict_keyset, set_is_empty",2,"dict_keyset, set_is_empty",0,False,not_selected,,,,,,
130,True,complex,2,"complex_real, f_sin",2,"complex_real, f_sin",0,False,not_selected,,,,,,
131,True,float,2,"f_reciprocal, f_sin",2,"f_reciprocal, f_sin",0,False,not_selected,,,,,,
132,True,list,2,"list_min, square",2,"list_min, square",0,False,not_selected,,,,,,
133,True,complex,2,"complex_imag, f_trunc",2,"complex_imag, f_trunc",0,False,not_selected,,,,,,
134,True,dict,2,"dict_keyset, set_is_empty",2,"dict_keyset, set_is_empty",0,False,not_selected,,,,,,
135,True,dict,2,"dict_values, list_median",2,"dict_values, list_median",0,False,not_selected,,,,,,
136,True,dict,2,"dict_values, list_tail",2,"dict_values, list_tail",0,False,not_selected,,,,,,
137,True,dict,2,"dict_length, int_clip_0_100",1,dict_length,1,True,not_selected,,,,,,
138,True,set,2,"set_to_list, list_unique",1,set_to_list,1,True,not_selected,,,,,,
139,True,bytearray,2,"bytearray_length, double",2,"bytearray_length, double",0,False,not_selected,,,,,,
140,True,dict,2,"dict_keyset, set_to_list",2,"dict_keyset, set_to_list",0,False,not_selected,,,,,,
141,True,dict,2,"dict_flip, dict_values",2,"dict_flip, dict_values",0,False,not_selected,,,,,,
142,True,int,2,"is_even, bool_not",2,"is_even, bool_not",0,False,not_selected,,,,,,
143,True,range,2,"range_length, abs",1,range_length,1,True,not_selected,,,,,,
144,True,bytearray,2,"bytearray_length, mod2",2,"bytearray_length, mod2",0,False,not_selected,,,,,,
145,True,list,2,"list_length, sign",2,"list_length, sign",0,False,not_selected,,,,,,
146,True,float,2,"f_frac_percent, square",2,"f_frac_percent, square",0,False,not_selected,,,,,,
147,True,set,2,"set_hash, abs",2,"set_hash, abs",0,False,not_selected,,,,,,
148,True,complex,2,"complex_abs, f_reciprocal",2,"complex_abs, f_reciprocal",0,False,not_selected,,,,,,
149,True,set,2,"set_to_list, list_is_empty",2,"set_to_list, list_is_empty",0,False,not_selected,,,,,,
150,True,complex,2,"complex_real, f_ceil",2,"complex_real, f_ceil",0,False,not_selected,,,,,,
151,True,range,2,"range_max, double",2,"range_max, double",0,False,not_selected,,,,,,
152,True,bytes,2,"bytes_is_ascii, bool_not",2,"bytes_is_ascii, bool_not",0,False,not_selected,,,,,,
153,True,list,2,"list_is_empty, bool_identity",1,list_is_empty,1,True,not_selected,,,,,,
154,True,dict,2,"dict_keys, list_sum",2,"dict_keys, list_sum",0,False,not_selected,,,,,,
155,True,bool,2,"bool_not, bool_to_str",2,"bool_not, bool_to_str",0,False,not_selected,,,,,,
156,True,tuple,2,"tuple_to_index_dict, dict_is_empty",2,"tuple_to_index_dict, dict_is_empty",0,False,not_selected,,,,,,
157,True,tuple,2,"tuple_reverse, tuple_count_none",1,tuple_count_none,0,False,not_selected,,,,,,
158,True,str,2,"is_space, bool_not",2,"is_space, bool_not",0,False,not_selected,,,,,,
159,True,str,2,"str_reverse_words, count_a",1,count_a,1,True,not_selected,,,,,,
160,True,bytes,2,"bytes_reverse, bytes_is_ascii",1,bytes_is_ascii,0,False,not_selected,,,,,,
161,True,bytes,2,"bytes_is_empty, bool_to_float",2,"bytes_is_empty, bool_to_float",0,False,not_selected,,,,,,
162,True,int,2,"int_bit_length, int_to_str",2,"int_bit_length, int_to_str",0,False,not_selected,,,,,,
163,True,dict,2,"dict_keys, list_sum",2,"dict_keys, list_sum",0,False,not_selected,,,,,,
164,True,range,2,"range_max, is_positive",2,"range_max, is_positive",0,False,not_selected,,,,,,
165,True,float,2,"f_reciprocal, f_floor",2,"f_reciprocal, f_floor",0,False,not_selected,,,,,,
166,True,complex,2,"complex_conjugate, complex_conjugate",0,,0,True,not_selected,,,,,,
167,True,list,2,"list_tail, list_sorted",1,list_tail,1,True,not_selected,,,,,,
168,True,bool,2,"bool_not, bool_identity",1,bool_not,1,True,not_selected,,,,,,
169,True,bytearray,2,"bytearray_reverse, bytearray_length",1,bytearray_length,0,False,not_selected,,,,,,
170,True,set,2,"set_hash, mod2",2,"set_hash, mod2",0,False,not_selected,,,,,,
171,True,int,2,"int_popcount, is_positive",2,"int_popcount, is_positive",0,False,not_selected,,,,,,
172,True,complex,2,"complex_real, f_exp",2,"complex_real, f_exp",0,False,not_selected,,,,,,
173,True,str,2,"swapcase, str_is_palindrome",1,str_is_palindrome,0,False,not_selected,,,,,,
174,True,range,2,"range_length, is_even",2,"range_length, is_even",0,False,not_selected,,,,,,
175,True,float,2,"f_trunc, abs",1,f_trunc,1,True,not_selected,,,,,,
176,True,dict,2,"dict_keyset, set_to_list",2,"dict_keyset, set_to_list",0,False,not_selected,,,,,,
177,True,range,2,"range_sum, int_to_str",2,"range_sum, int_to_str",0,False,not_selected,,,,,,
178,True,list,2,"list_is_empty, bool_to_float",2,"list_is_empty, bool_to_float",0,False,not_selected,,,,,,
179,True,bytes,2,"bytes_upper, bytes_reverse",1,bytes_reverse,1,True,not_selected,,,,,,
180,True,set,2,"set_size, abs",1,set_size,1,True,not_selected,,,,,,
181,True,str,2,"count_a, is_positive",2,"count_a, is_positive",0,False,not_selected,,,,,,
182,True,str,2,"upper, endswith_z",1,endswith_z,0,False,not_selected,,,,,,
183,True,bytearray,2,"bytearray_reverse, bytearray_length",1,bytearray_length,0,False,not_selected,,,,,,
184,True,int,2,"double, inc",2,"double, inc",0,False,not_selected,,,,,,
185,True,list,2,"list_is_empty, bool_to_int",2,"list_is_empty, bool_to_int",0,False,not_selected,,,,,,
186,True,bool,2,"bool_to_float, f_sin",1,bool_to_float,1,True,not_selected,,,,,,
187,True,bytearray,2,"bytearray_reverse, bytearray_to_bytes",2,"bytearray_reverse, bytearray_to_bytes",0,False,not_selected,,,,,,
188,True,bytes,2,"bytes_is_ascii, bool_to_str",2,"bytes_is_ascii, bool_to_str",0,False,not_selected,,,,,,
189,True,bool,2,"bool_identity, bool_to_str",1,bool_to_str,1,True,not_selected,,,,,,
190,True,list,2,"list_median, f_trunc",2,"list_median, f_trunc",0,False,not_selected,,,,,,
191,True,bytes,2,"bytes_to_hex, capitalize",2,"bytes_to_hex, capitalize",0,False,not_selected,,,,,,
192,True,tuple,2,"tuple_reverse, tuple_reverse",0,,0,True,not_selected,,,,,,
193,True,complex,2,"complex_imag, f_abs",2,"complex_imag, f_abs",0,False,not_selected,,,,,,
194,True,bytearray,2,"bytearray_reverse, bytearray_to_bytes",2,"bytearray_reverse, bytearray_to_bytes",0,False,not_selected,,,,,,
195,True,bytearray,2,"bytearray_reverse, bytearray_to_bytes",2,"bytearray_reverse, bytearray_to_bytes",0,False,not_selected,,,,,,
196,True,tuple,2,"tuple_count_none, is_positive",2,"tuple_count_none, is_positive",0,False,not_selected,,,,,,
197,True,dict,2,"dict_has_duplicate_values, bool_to_float",2,"dict_has_duplicate_values, bool_to_float",0,False,not_selected,,,,,,
198,True,bytes,2,"bytes_upper, bytes_is_empty",1,bytes_is_empty,1,True,not_selected,,,,,,
199,True,complex,2,"complex_abs, f_reciprocal",2,"complex_abs, f_reciprocal",0,False,not_selected,,,,,,
200,True,list,3,"list_tail, list_unique, list_sorted",3,"list_tail, list_unique, list_sorted",0,False,certified,3,True,3,,655,1679
201,True,list,3,"list_reverse, list_max, double",2,"list_max, double",1,True,certified,2,True,2,,35,83
202,True,tuple,3,"tuple_to_list, list_median, f_frac_percent",3,"tuple_to_list, list_median, f_frac_percent",0,False,certified,3,True,3,,208,652
203,True,bytearray,3,"bytearray_length, abs, dec",2,"bytearray_length, dec",1,True,certified,2,True,2,,20,33
204,True,bytearray,3,"bytearray_length, int_popcount, int_clip_0_100",2,"bytearray_length, int_popcount",1,True,certified,2,True,2,,22,33
205,True,range,3,"range_sum, int_bit_length, int_to_float",3,"range_sum, int_bit_length, int_to_float",0,False,not_selected,,,,,,
206,True,list,3,"list_sum, is_negative, bool_identity",2,"list_sum, is_negative",1,True,not_selected,,,,,,
207,True,range,3,"range_max, is_even, bool_to_str",3,"range_max, is_even, bool_to_str",0,False,not_selected,,,,,,
208,True,set,3,"set_to_list, list_unique, list_sorted",2,"set_to_list, list_sorted",1,True,not_selected,,,,,,
209,True,complex,3,"complex_imag, f_is_integer, bool_not",3,"complex_imag, f_is_integer, bool_not",0,False,not_selected,,,,,,
210,True,bytearray,3,"bytearray_to_bytes, bytes_is_empty, bool_identity",2,"bytearray_to_bytes, bytes_is_empty",1,True,not_selected,,,,,,
211,True,range,3,"range_sum, double, inc",3,"range_sum, double, inc",0,False,not_selected,,,,,,
212,True,complex,3,"complex_abs, f_exp, f_ceil",3,"complex_abs, f_exp, f_ceil",0,False,not_selected,,,,,,
213,True,list,3,"list_median, f_ceil, abs",2,"list_median, f_ceil",1,True,not_selected,,,,,,
214,True,tuple,3,"tuple_reverse, tuple_is_empty, bool_to_int",2,"tuple_is_empty, bool_to_int",0,False,not_selected,,,,,,
215,True,dict,3,"dict_is_empty, bool_identity, bool_to_str",2,"dict_is_empty, bool_to_str",1,True,not_selected,,,,,,
216,True,int,3,"inc, int_bit_length, dec",3,"inc, int_bit_length, dec",0,False,not_selected,,,,,,
217,True,complex,3,"complex_imag, float_to_str, str_hash",3,"complex_imag, float_to_str, str_hash",0,False,not_selected,,,,,,
218,True,bytes,3,"bytes_to_hex, upper, title",2,"bytes_to_hex, title",0,False,not_selected,,,,,,
219,True,dict,3,"dict_values, list_length, inc",3,"dict_values, list_length, inc",0,False,not_selected,,,,,,
220,True,bytes,3,"bytes_upper, bytes_is_ascii, bool_identity",1,bytes_is_ascii,2,True,not_selected,,,,,,
221,True,int,3,"int_to_bool, bool_not, bool_identity",2,"int_to_bool, bool_not",1,True,not_selected,,,,,,
222,True,range,3,"range_sum, is_positive, bool_not",3,"range_sum, is_positive, bool_not",0,False,not_selected,,,,,,
223,True,bytes,3,"bytes_is_empty, bool_not, bool_not",1,bytes_is_empty,0,True,not_selected,,,,,,
224,True,complex,3,"complex_conjugate, complex_real, f_trunc",2,"complex_real, f_trunc",0,False,not_selected,,,,,,
225,True,bytearray,3,"bytearray_to_bytes, bytes_reverse, bytes_is_ascii",2,"bytearray_to_bytes, bytes_is_ascii",0,False,not_selected,,,,,,
226,True,float,3,"f_square, f_exp, f_reciprocal",3,"f_square, f_exp, f_reciprocal",0,False,not_selected,,,,,,
227,True,list,3,"list_sum, inc, sign",3,"list_sum, inc, sign",0,False,not_selected,,,,,,
228,True,dict,3,"dict_is_empty, bool_to_str, repeat",3,"dict_is_empty, bool_to_str, repeat",0,False,not_selected,,,,,,
229,True,bytes,3,"bytes_reverse, bytes_is_ascii, bool_not",2,"bytes_is_ascii, bool_not",0,False,not_selected,,,,,,
230,True,list,3,"list_unique, list_sorted, list_unique",2,"list_unique, list_sorted",1,True,not_selected,,,,,,
231,True,set,3,"set_to_list, list_reverse, list_is_empty",2,"set_to_list, list_is_empty",0,False,not_selected,,,,,,
232,True,str,3,"strip, startswith_a, bool_to_float",2,"startswith_a, bool_to_float",1,True,not_selected,,,,,,
233,True,bool,3,"bool_to_str, str_hash, int_to_bool",0,,0,True,not_selected,,,,,,
234,True,list,3,"list_tail, list_sum, is_even",3,"list_tail, list_sum, is_even",0,False,not_selected,,,,,,
235,True,int,3,"neg, int_bit_length, int_to_float",2,"int_bit_length, int_to_float",0,False,not_selected,,,,,,
236,True,bytes,3,"bytes_length, is_negative, bool_to_float",3,"bytes_length, is_negative, bool_to_float",0,False,not_selected,,,,,,
237,True,int,3,"int_bit_length, is_negative, bool_to_int",3,"int_bit_length, is_negative, bool_to_int",0,False,not_selected,,,,,,
238,True,set,3,"set_hash, int_to_bool, bool_to_str",3,"set_hash, int_to_bool, bool_to_str",0,False,not_selected,,,,,,
239,True,bool,3,"bool_to_str, str_to_list, list_length",3,"bool_to_str, str_to_list, list_length",0,False,not_selected,,,,,,
240,True,dict,3,"dict_freeze, tuple_reverse, tuple_reverse",1,dict_freeze,0,True,not_selected,,,,,,
241,True,complex,3,"complex_phase, f_trunc, half",3,"complex_phase, f_trunc, half",0,False,not_selected,,,,,,
242,True,str,3,"capitalize, str_is_palindrome, bool_not",2,"str_is_palindrome, bool_not",0,False,not_selected,,,,,,
243,True,bytearray,3,"bytearray_length, int_clip_0_100, int_to_bool",2,"bytearray_length, int_to_bool",1,True,not_selected,,,,,,
244,True,int,3,"neg, int_is_power_of_two, bool_to_str",3,"neg, int_is_power_of_two, bool_to_str",0,False,not_selected,,,,,,
245,True,str,3,"last_char, swapcase, duplicate",3,"last_char, swapcase, duplicate",0,False,not_selected,,,,,,
246,True,range,3,"range_length, int_to_float, f_fraction",3,"range_length, int_to_float, f_fraction",0,False,not_selected,,,,,,
247,True,set,3,"set_hash, int_to_str, is_space",3,"set_hash, int_to_str, is_space",0,False,not_selected,,,,,,
248,True,str,3,"strip, str_is_palindrome, bool_not",2,"str_is_palindrome, bool_not",1,True,not_selected,,,,,,
249,True,tuple,3,"tuple_to_index_dict, dict_length, is_even",3,"tuple_to_index_dict, dict_length, is_even",0,False,not_selected,,,,,,
250,True,bool,3,"bool_identity, bool_not, bool_identity",1,bool_not,2,True,not_selected,,,,,,
251,True,str,3,"str_to_list, list_sum, dec",3,"str_to_list, list_sum, dec",0,False,not_selected,,,,,,
252,True,dict,3,"dict_values, list_sorted, list_unique",3,"dict_values, list_sorted, list_unique",0,False,not_selected,,,,,,
253,True,dict,3,"dict_keys, list_max, int_clip_0_100",2,"dict_keys, list_max",1,True,not_selected,,,,,,
254,True,bool,3,"bool_identity, bool_not, bool_to_int",2,"bool_not, bool_to_int",1,True,not_selected,,,,,,
255,True,str,3,"str_reverse_words, is_lower, bool_to_float",2,"is_lower, bool_to_float",1,True,not_selected,,,,,,
256,True,range,3,"range_length, int_to_float, f_abs",2,"range_length, int_to_float",1,True,not_selected,,,,,,
257,True,dict,3,"dict_freeze, tuple_count_none, abs",2,"dict_freeze, tuple_count_none",1,True,not_selected,,,,,,
258,False,complex,3,"complex_real, f_reciprocal, f_sin",,,,,invalid_proposal,,,,,,
259,True,dict,3,"dict_is_empty, bool_not, bool_to_int",3,"dict_is_empty, bool_not, bool_to_int",0,False,not_selected,,,,,,
260,True,set,3,"set_to_list, list_is_empty, bool_to_str",3,"set_to_list, list_is_empty, bool_to_str",0,False,not_selected,,,,,,
261,True,list,3,"list_tail, list_max, half",3,"list_tail, list_max, half",0,False,not_selected,,,,,,
262,True,int,3,"identity_int, int_to_bool, bool_to_str",2,"int_to_bool, bool_to_str",1,True,not_selected,,,,,,
263,True,bytearray,3,"bytearray_length, int_to_float, float_to_str",3,"bytearray_length, int_to_float, float_to_str",0,False,not_selected,,,,,,
264,True,complex,3,"complex_real, f_exp, f_abs",2,"complex_real, f_exp",1,True,not_selected,,,,,,
265,True,complex,3,"complex_imag, f_mod1, f_is_integer",2,"complex_imag, f_is_integer",0,False,not_selected,,,,,,
266,True,str,3,"str_count_vowels, int_clip_0_100, mod2",2,"str_count_vowels, mod2",1,True,not_selected,,,,,,
267,True,tuple,3,"tuple_to_list, list_max, is_even",3,"tuple_to_list, list_max, is_even",0,False,not_selected,,,,,,
268,True,list,3,"list_length, is_even, bool_to_str",3,"list_length, is_even, bool_to_str",0,False,not_selected,,,,,,
269,True,range,3,"range_max, mod2, is_positive",3,"range_max, mod2, is_positive",0,False,not_selected,,,,,,
270,True,bool,3,"bool_to_float, f_abs_sqrt, f_sin",1,bool_to_float,2,True,not_selected,,,,,,
271,True,set,3,"set_hash, inc, int_to_float",3,"set_hash, inc, int_to_float",0,False,not_selected,,,,,,
272,True,bytes,3,"bytes_is_ascii, bool_to_int, dec",3,"bytes_is_ascii, bool_to_int, dec",0,False,not_selected,,,,,,
273,True,dict,3,"dict_freeze, tuple_to_index_dict, dict_keyset",3,"dict_freeze, tuple_to_index_dict, dict_keyset",0,False,not_selected,,,,,,
274,True,list,3,"list_min, neg, int_bit_length",2,"list_min, int_bit_length",0,False,not_selected,,,,,,
275,True,complex,3,"complex_conjugate, complex_abs, f_mod1",2,"complex_abs, f_mod1",0,False,not_selected,,,,,,
276,True,set,3,"set_is_empty, bool_to_int, identity_int",2,"set_is_empty, bool_to_int",1,True,not_selected,,,,,,
277,True,list,3,"list_max, identity_int, int_is_power_of_two",2,"list_max, int_is_power_of_two",1,True,not_selected,,,,,,
278,True,float,3,"f_log10, f_frac_percent, abs",2,"f_log10, f_frac_percent",1,True,not_selected,,,,,,
279,True,int,3,"int_popcount, sign, dec",3,"int_popcount, sign, dec",0,False,not_selected,,,,,,
280,True,list,3,"list_length, int_to_bool, bool_to_float",3,"list_length, int_to_bool, bool_to_float",0,False,not_selected,,,,,,
281,True,range,3,"range_length, int_clip_0_100, mod2",2,"range_length, mod2",1,True,not_selected,,,,,,
282,True,complex,3,"complex_phase, f_floor, dec",3,"complex_phase, f_floor, dec",0,False,not_selected,,,,,,
